timestamp,id,value,dayofweek,hour
2014-07-01 00:00:00,0,0.27665382554787354,2,-0.0
2014-07-01 00:30:00,1,0.20733729622164962,2,-0.13052619222005157
2014-07-01 01:00:00,2,0.1584304921294997,2,-0.25881904510252074
2014-07-01 01:30:00,3,0.1187846008623109,2,-0.3826834323650898
2014-07-01 02:00:00,4,0.09745643799270352,2,-0.49999999999999994
2014-07-01 02:30:00,5,0.07329642574686838,2,-0.6087614290087207
2014-07-01 03:00:00,6,0.06043829884940174,2,-0.7071067811865476
2014-07-01 03:30:00,7,0.052657091103911015,2,-0.7933533402912352
2014-07-01 04:00:00,8,0.056662499681098044,2,-0.8660254037844386
2014-07-01 04:30:00,9,0.055055233818914716,2,-0.9238795325112867
2014-07-01 05:00:00,10,0.06416307370462025,2,-0.9659258262890683
2014-07-01 05:30:00,11,0.11133505115187387,2,-0.9914448613738104
2014-07-01 06:00:00,12,0.16649233359695895,2,-1.0
2014-07-01 06:30:00,13,0.28162869607367913,2,-0.9914448613738104
2014-07-01 07:00:00,14,0.3535219532107049,2,-0.9659258262890683
2014-07-01 07:30:00,15,0.40475036354823074,2,-0.9238795325112868
2014-07-01 08:00:00,16,0.4571778452432584,2,-0.8660254037844387
2014-07-01 08:30:00,17,0.5190703370155879,2,-0.7933533402912352
2014-07-01 09:00:00,18,0.49848202668571573,2,-0.7071067811865476
2014-07-01 09:30:00,19,0.5129729316019083,2,-0.6087614290087209
2014-07-01 10:00:00,20,0.4843227798045769,2,-0.49999999999999994
2014-07-01 10:30:00,21,0.4520754139347399,2,-0.3826834323650899
2014-07-01 11:00:00,22,0.4400591882031788,2,-0.258819045102521
2014-07-01 11:30:00,23,0.47103094624588615,2,-0.130526192220052
2014-07-01 12:00:00,24,0.48238385590733984,2,-1.2246467991473532e-16
2014-07-01 12:30:00,25,0.4818225884634028,2,0.13052619222005177
2014-07-01 13:00:00,26,0.46375998163124726,2,0.2588190451025208
2014-07-01 13:30:00,27,0.4964410541623083,2,0.38268343236508967
2014-07-01 14:00:00,28,0.4986606117815139,2,0.4999999999999997
2014-07-01 14:30:00,29,0.5253208153685232,2,0.6087614290087207
2014-07-01 15:00:00,30,0.49442559379544354,2,0.7071067811865471
2014-07-01 15:30:00,31,0.47309743092583617,2,0.7933533402912349
2014-07-01 16:00:00,32,0.41401127637319185,2,0.8660254037844385
2014-07-01 16:30:00,33,0.3830140061739419,2,0.9238795325112868
2014-07-01 17:00:00,34,0.43888562900221956,2,0.9659258262890683
2014-07-01 17:30:00,35,0.4981248564941195,2,0.9914448613738104
2014-07-01 18:00:00,36,0.5859121871571804,2,1.0
2014-07-01 18:30:00,37,0.704084496262469,2,0.9914448613738105
2014-07-01 19:00:00,38,0.6844146235681302,2,0.9659258262890684
2014-07-01 19:30:00,39,0.6353547465367247,2,0.923879532511287
2014-07-01 20:00:00,40,0.5835905809118045,2,0.8660254037844386
2014-07-01 20:30:00,41,0.5202949205296323,2,0.7933533402912357
2014-07-01 21:00:00,42,0.5970099752532082,2,0.7071067811865477
2014-07-01 21:30:00,43,0.6234915937444192,2,0.608761429008721
2014-07-01 22:00:00,44,0.594892466260173,2,0.5000000000000004
2014-07-01 22:30:00,45,0.5544556981401638,2,0.38268343236508956
2014-07-01 23:00:00,46,0.5128963951322806,2,0.25881904510252157
2014-07-01 23:30:00,47,0.4110263540577085,2,0.13052619222005168
2014-07-02 00:00:00,48,0.3410975329744623,3,-0.0
2014-07-02 00:30:00,49,0.2537183968160829,3,-0.13052619222005157
2014-07-02 01:00:00,50,0.19315253718396816,3,-0.25881904510252074
2014-07-02 01:30:00,51,0.1509554302625201,3,-0.3826834323650898
2014-07-02 02:00:00,52,0.12296859453529607,3,-0.49999999999999994
2014-07-02 02:30:00,53,0.09271117687578131,3,-0.6087614290087207
2014-07-02 03:00:00,54,0.07635788453197949,3,-0.7071067811865476
2014-07-02 03:30:00,55,0.0646733168354721,3,-0.7933533402912352
2014-07-02 04:00:00,56,0.06556624231446284,3,-0.8660254037844386
2014-07-02 04:30:00,57,0.06339770900834248,3,-0.9238795325112867
2014-07-02 05:00:00,58,0.07316886496415542,3,-0.9659258262890683
2014-07-02 05:30:00,59,0.11434548562389979,3,-0.9914448613738104
2014-07-02 06:00:00,60,0.17317651861111819,3,-1.0
2014-07-02 06:30:00,61,0.2826236701788402,3,-0.9914448613738104
2014-07-02 07:00:00,62,0.3502563971732531,3,-0.9659258262890683
2014-07-02 07:30:00,63,0.4260530142612955,3,-0.9238795325112868
2014-07-02 08:00:00,64,0.4887108707299028,3,-0.8660254037844387
2014-07-02 08:30:00,65,0.509044059494349,3,-0.7933533402912352
2014-07-02 09:00:00,66,0.4975380768936398,3,-0.7071067811865476
2014-07-02 09:30:00,67,0.4845779013700028,3,-0.6087614290087209
2014-07-02 10:00:00,68,0.44164094190881953,3,-0.49999999999999994
2014-07-02 10:30:00,69,0.45676965073857695,3,-0.3826834323650899
2014-07-02 11:00:00,70,0.43709977804423805,3,-0.258819045102521
2014-07-02 11:30:00,71,0.47424547797025285,3,-0.130526192220052
2014-07-02 12:00:00,72,0.48814960328596574,3,-1.2246467991473532e-16
2014-07-02 12:30:00,73,0.4913386228537898,3,0.13052619222005177
2014-07-02 13:00:00,74,0.476235426180575,3,0.2588190451025208
2014-07-02 13:30:00,75,0.4867209225195806,3,0.38268343236508967
2014-07-02 14:00:00,76,0.47314845523892135,3,0.4999999999999997
2014-07-02 14:30:00,77,0.4743475265964232,3,0.6087614290087207
2014-07-02 15:00:00,78,0.45837691660076024,3,0.7071067811865471
2014-07-02 15:30:00,79,0.42411409036405845,3,0.7933533402912349
2014-07-02 16:00:00,80,0.37334489884429933,3,0.8660254037844385
2014-07-02 16:30:00,81,0.35431283006352526,3,0.9238795325112868
2014-07-02 17:00:00,82,0.44467688853738807,3,0.9659258262890683
2014-07-02 17:30:00,83,0.559200959257086,3,0.9914448613738104
2014-07-02 18:00:00,84,0.6029287955710896,3,1.0
2014-07-02 18:30:00,85,0.6253539811720285,3,0.9914448613738105
2014-07-02 19:00:00,86,0.6349210398755006,3,0.9659258262890684
2014-07-02 19:30:00,87,0.6855626706125468,3,0.923879532511287
2014-07-02 20:00:00,88,0.5614970533459194,3,0.8660254037844386
2014-07-02 20:30:00,89,0.4658264663111973,3,0.7933533402912357
2014-07-02 21:00:00,90,0.531775390973799,3,0.7071067811865477
2014-07-02 21:30:00,91,0.5759624461055693,3,0.608761429008721
2014-07-02 22:00:00,92,0.5714978187106156,3,0.5000000000000004
2014-07-02 22:30:00,93,0.48615965507564357,3,0.38268343236508956
